artifact_name,year,lat,lon,image_link
Saint Joseph the Carpenter,1948.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-saint-joseph-charpentier_15.jpg?1527831567
St. Mary Magdalene,1902.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-sainte-marie-madeleine_0.jpg?1527817103
"Saint Michel terrassant le dГ©mon, dit le Petit Saint Michel",1661.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-saint-michel-terrassant-demon.jpg?1527820537
Saint Sebastian,1910.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-saint-sebastien_1.jpg?1527831799
Sainte CГ©cile Г  l'orgue entourГ©e d'anges,1793.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-sainte-cecile-l-orgue-entouree-d-anges_0.jpg?1527834980
Saint Francis of Assisi Receiving the Stigmata,1813.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-saint-francois-d039assise-recevant.jpg?1527832084
The Coronation of the Virgin,1812.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-couronnement-vierge_0.jpg?1527832020
PrГ©dication de saint Jean-Baptiste,1827.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-predication-de-saint-jean-baptiste_0.jpg?1527837817
La PrГ©dication de saint Etienne Г  JГ©rusalem,1812.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-predication-saint-etienne-jerusalem.jpg?1527820945
La Vision de saint Bernard,1919.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-vision-saint-bernard.jpg?1527819453
"L'Hymne au soleil, ou OrphГ©e saluant la lumiГЁre",1932.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-l-hymne-au-soleil-ou-orphee-saluant-la-lumiere_0.jpg?1527840004
Vue du lac de Nemi au soleil couchant,1970.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-vue-lac-nemi-soleil.jpg?1527819643
Hendrickje Stoffels au bГ©ret de velours,1784.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-hendrickje-stoffels-beret-velours.jpg?1527819431
Seashore by Moonlight,2000.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-bord-mer-clair-lune.jpg?1527829813
The Bolt,1974.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-verrou.jpg?1527830598
Death of Sardanapalus,1921.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-mort-sardanapale.jpg?1527830999
The Entombment of Atala,1819.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-atala-tombeau-dit-aussi.jpg?1527831350
The Ray of Sunlight,1784.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-coup-soleil.jpg?1527830214
"Endymion. Moonlight Effect, also known as The Sleep of Endymion",1818.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-endymion-effet-lune-dit.jpg?1527830494
"The ""Regent"" Diamond",1887.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-diamant-dit-quotle-regentquot.jpg?1527828413
Vue du lac de Nemi au soleil couchant,1970.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-vue-lac-nemi-soleil.jpg?1527819643
Miroir Г  manche gravГ©,1863.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-miroir-manche-grave.jpg?1527816922
Miroir,1888.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-miroir.jpg?1527816748
Miroir Г  manche en balustre,1895.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-miroir-manche-balustre.jpg?1492566052
Box mirror: portrait of Louis XIII,1986.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-miroir-ouvrant-portrait-louis.jpg?1527827506
Rock-crystal mirror,1684.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-miroir-cristal-roche.jpg?1527827711
Still Life with Peeled Lemon,1806.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-nature-morte-citron-pele.jpg?1527830413
Le prГЄteur et sa femme,1806.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-preteur-femme.jpg?1527819563
La Femme au miroir,1662.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-femme-miroir.jpg?1527820624
Coupe Г  figures noires,1866.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-coupe-figures-noires.jpg?1527816860
Model of figures in a boat,1902.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-modele-bateau-occupe-par.jpg?1527832363
Seashore by Moonlight,2000.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-bord-mer-clair-lune.jpg?1527829813
Southern Seaport with a Trinket Seller,1795.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-port-mer-meridional-avec.jpg?1527830144
La sorciГЁre de Laponie observant un naufrage dans la tempГЄte,1991.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-la-sorciere-de-laponie-observant-un-naufrage-dans-la-tempete_0.jpg?1527836156
La Baie de Weymouth Г  l'approche de l'orage,1873.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-baie-weymouth-l039approche-l039orage.jpg?1527819639
Neapolitan Fisherboy Playing with a Turtle by the Sea,2063.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-pecheur-napolitain-jouant-avec.jpg?1527825244
Plaque dГ©coupГ©e : chasseurs,1884.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-plaque-decoupee-chasseurs.jpg?1527816841
"Charles I, King of England (1600-1649), also known as Le Roi Г  la chasse",1775.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-charles-ier-roi-d039angleterre.jpg?1527830446
Diana the Huntress,1829.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-diane-chasseresse.jpg?1527825665
Diana Leaving her Bath,1852.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-diane-sortant-bain.jpg?1527831250
Fishing,1665.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-peche.jpg?1527832143
ScГЁne de pГЄche,1775.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-scene-de-peche_2.jpg?1527838578
Game and Hunting Accessories on a Window Ledge,1806.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-gibier-ustensiles-chasse-disposes.jpg?1527830055
Hunting for Heron with Archduke Leopold William,1784.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-chasse-heron-avec-l039archiduc.jpg?1527830421
A Hunt Breakfast,1990.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-dejeuner-chasse.jpg?1527831516
Hunting scene in a chariot,1891.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-scene-chasse-char.jpg?1492583577
"Les poissons du Nil, scГЁne de pГЄche",1969.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-les-poissons-nil-scene.jpg?1527818940
Neapolitan Fisherboy Playing with a Turtle by the Sea,2063.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-pecheur-napolitain-jouant-avec.jpg?1527825244
"Lettre de Biridiya, prince de Megiddo, au roi d'Egypte",1918.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-lettre-biridiya-prince-megiddo.jpg?1527821517
Cylindres de Gudea,1877.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-cylindres-gudea.jpg?1527822112
DГ©crets sur l'organisation des finances publiques,1839.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-decrets-sur-l039organisation-des.jpg?1527816662
"Charte de fondation du palais de Darius Ier, en vieux-perse",1911.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-charte-fondation-palais-darius.jpg?1527822994
Etude d'Г©vangГ©liste,1981.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-etude-d-evangeliste_0.jpg?1527835716
Ink-stand bearing the arms of Cardinal da Cunha,1966.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-ecritoire-aux-armes-cardinal.jpg?1527828538
"Grande tablette de comptabilitГ© avec empreinte reprГ©sentant les figures mythologiques du lion et du taureau, en attitude humaine et se domptant alternativement",1901.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-grande-tablette-comptabilite-avec.jpg?1527823042
Writing-table with stand,1865.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-table-ecrire-pupitre_1.jpg?1527826708
"""Exaleiptron"" tripode Г  figures noires",1894.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-quotexaleiptronquot-tripode-figures-noires.jpg?1527816829
Flacon Г  fard en forme de taureau,2000.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-flacon-fard-forme-taureau.jpg?1527823494
Diana Leaving her Bath,1852.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-diane-sortant-bain.jpg?1527831250
"Esther Preparing Herself to Meet King Ahasuerus, also known as The Toilette of Esther",1934.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-esther-parant-pour-etre.jpg?1527830651
Flacon Г  deux compartiments tubulaires,1894.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-flacon-deux-compartiments-tubulaires.jpg?1492565634
Flacons en forme d'oiseau,1861.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-flacons-forme-d039oiseau.jpg?1527817007
Pot Г  kohol : dieu BГЁs,4469.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-pot-kohol-dieu-bes.jpg?1527819008
Rock-crystal mirror,1684.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-miroir-cristal-roche.jpg?1527827711
"The EmpressВ’s Jewelry cabinet, called the ""Grand Ecrin""",1964.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-serre-bijoux-l039imperatrice-dit.jpg?1527828912
"Toilet mirror with the cypher of Anne Hyde, Duchess of York, wife of King James II of England",1982.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-miroir-toilette-chiffre-d039anne.jpg?1527828012
The Toilet of Venus,1685.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-toilette-venus.jpg?1527832155
"Toilet stand with the arms of the duchesse dВ’OrlГ©ans, legitimate daughter of Louis XIV and Mme de Montespan",1948.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-bassin-toilette-aux-armes.jpg?1527828035
Document de Fondation hourrite,1948.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-document-fondation-hourrite.jpg?1527822382
"AthГЁnes, vue de l'Acropole depuis le monument de Philopappos",1890.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-athenes-vue-de-l-acropole-depuis-le-monument-de-philopappos_0.jpg?1527839517
Romulus et Remus et un homme vu de dos,1650.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-romulus-et-remus-et-un-homme-vu-de-dos_0.jpg?1527839047
Romulus et RГ©mus recueillis par Faustulus,1794.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-romulus-remus-recueillis-par.jpg?1527821243
Romulus vainqueur d'Acron,1883.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-romulus-vainqueur-d-acron_1.jpg?1527840102
Vue du val d'Arco dans le Tyrol mГ©ridional,1671.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-vue-du-val-d-arco-dans-le-tyrol-meridional_0.jpg?1527833681
"Pot-pourri ""vaisseau""",1984.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-pot-pourri-vaisseau.jpg?1527817815
Attis,1684.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-attis.jpg?1527824721
Coupe Г  figures noires,1861.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-coupe-figures-noires_2.jpg?1527816896
"The ""Regent"" Diamond",1887.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-diamant-dit-quotle-regentquot.jpg?1527828413
Gnome with a snail,1933.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-gnome-l039escargot.jpg?1527827237
Idole aux yeux,1991.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-idole-aux-yeux.jpg?1527821874
DГ©pГґt de fondation du temple de Deir el-Bahari,1877.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-depot-fondation-temple-deir.jpg?1492567443
"Presumed Portrait of Gabrielle d'EstrГ©es and Her Sister, the Duchess of Villars",1937.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-portrait-presume-gabrielle-d039estrees.jpg?1527830850
TГЄte de figurine fГ©minine,1873.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-tete-figurine-feminine.jpg?1527816757
Casque de type illyrienExaleiptronLamelle en or,1917.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-casque-type-illyrienexaleiptronlamelle.jpg?1527816712
Statuette of a man,1958.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-statuette-personnage-masculin.jpg?1527832405
DiplГґme militaire,1897.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-diplome-militaire.jpg?1527817040
Deux vases dits <i>sГ©ditieux</i> dissimulant dans leurs contours les profils de Louis XVI et de Marie-Antoinette,1996.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-deux-vases-dits-ltigtseditieuxltigt.jpg?1527818026
"ElГ©ments de couronnesВ : fleurs, corymbes",1850.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-elements-couronnes%C2%A0-fleurs-corymbes.jpg?1527816633
The Bolt,1974.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-verrou.jpg?1527830598
"""Seau Г  bouteille"" (wine cooler)",1999.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-seau-bouteille.jpg?1527826727
A Table of Desserts,1662.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-fruits-riche-vaisselle-sur.jpg?1527830177
Moulin Г  cafГ©,2000.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-moulin-cafe.jpg?1527817932
A Hunt Breakfast,1990.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-dejeuner-chasse.jpg?1527831516
Interior of a Kitchen,4097.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-l039interieur-d039une-cuisine.jpg?1527831201
IntГ©rieur de cuisine,1928.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-interieur-cuisine.jpg?1527819504
Family Taking Breakfast,1895.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-dejeuner.jpg?1527830756
Two sugar sprinklers,1995.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-deux-sucriers-poudre.jpg?1527826480
Still Life with Ham,1951.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-nature-morte-jambon.jpg?1527830206
"NГ©cessaire offert par Louis XV Г  la reine Marie Leczinska, Г  l'occasion de la naissance du Dauphin en 1729",1768.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-necessaire-offert-par-louis.jpg?1492566931
Plat aux poissons,1958.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-plat-aux-poissons.jpg?1527817070
The Vegetable Market in Amsterdam,1783.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-marche-aux-herbes-marche.jpg?1527830041
Two salt-cellars,1946.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-deux-salieres.jpg?1527828284
Jarres <i>(zir)</i> avec leurs supports,1980.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-jarres-ltigtzirltigt-avec-leurs.jpg?1527818501
Ange portant deux burettes,1907.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-ange-portant-deux-burettes.jpg?1527817092
Jester with a Lute,1984.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-bouffon-luth.jpg?1527830107
TГЄte de cavalier,1896.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-tete-cavalier.jpg?1527816804
"<i>Portrait of Lisa Gherardini</i>, wife of Francesco del Giocondo, known as the <i>Mona Lisa</i> (the <i>Joconde</i> in French)",1518.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-portrait-de-lisa-gherardini-epouse-de-francesco-del-giocondo-dite-monna-lisa-la-gioconda-ou-la-jocon.jpg?1527831862
Portrait of an Old Man and a Boy,1880.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-portrait-d039un-vieillard-d039un.jpg?1527831967
"Portrait de femme souriante, coiffГ©e d'un bonnet",1671.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-portrait-de-femme-souriante-coiffee-d-un-bonnet_0.jpg?1527837781
"Portrait de jeune femme en buste, souriant",1671.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-portrait-de-jeune-femme-en-buste-souriant_0.jpg?1527837995
Le Pied-bot,1869.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-pied-bot.jpg?1527819257
Amphore,1858.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-amphore_0.jpg?1527816944
Vase dГ©corГ© de quatre danseuses,1966.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-vase-decore-quatre-danseuses.jpg?1527821399
"The Muses Clio, Euterpe and Thalia",8057.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-clio-euterpe-thalie.jpg?1527831668
The Concert Group,1624.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-concert.jpg?1527830030
Conversation dans un parc,1952.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-conversation-dans-parc.jpg?1527819650
Casque de gladiateur <i>thrace</i>,1892.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-casque-gladiateur-ltigtthraceltigt.jpg?1492565918
CandГ©labre ou thymiatГ©rion (brГ»le-parfum) Г  fГ»t figurГ©Danseuse aux crotales,3145.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-candelabre-thymiaterion-brule-parfum.jpg?1527816980
"Le CortГЁge du boeuf gras, dit CortГЁge du ""boeuf de PГўques''",1783.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-cortege-boeuf-gras-dit.jpg?1527819475
"Pierrot, formerly known as Gilles",1869.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-pierrot-dit-autrefois-gilles_2.jpg?1527830560
Sarcophage des Muses,1815.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-sarcophage-des-muses.jpg?1527816991
La Kermesse ou Noce de village,1685.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-kermesse-noce-village.jpg?1527819530
Joueurs de cartes dans un riche intГ©rieur,1801.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-joueurs-cartes-dans-riche.jpg?1527819500
Backgammon board,1852.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-echiquier-jeu-trictrac.jpg?1527827193
Coupe Г  l'aurige vainqueur,1971.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-coupe-l039aurige-vainqueur.jpg?1492565640
"Athena holding a discus, called ""The Discophoros""",1807.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-athena-holding-discus-called.jpg?1492573938
Knuckle-bone player,1861.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-joueuse-d039osselets.jpg?1527824261
Casque de gladiateur <i>thrace</i>,1892.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-casque-gladiateur-ltigtthraceltigt.jpg?1492565918
Athlete,1684.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-athlete.jpg?1527824172
Osselets,1830.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-osselets.jpg?1527819021
Fight at the New Inn,1941.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-rixe-devant-l039auberge-nouvelle.jpg?1527826305
Wrestler,1870.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-lutteur.jpg?1527824676
The Cheat with the Ace of Diamonds,1972.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-tricheur_19.jpg?1527831407
Les Joueurs de morra,2001.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-les-joueurs-morra.jpg?1527819332
Jouets,1973.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-jouets.jpg?1527818484
Bowl,1897.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-bassin.jpg?1527826897
Casket medallion: fantastic bird,1909.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-medaillon-coffret-oiseau-fantastique.jpg?1527829078
Lapis-lazuli nef,1673.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-nef-lapis-lazuli.jpg?1527827921
"Portrait of Madame Charles-Louis Trudaine, nГ©e Marie-Louise Micault de Courbeton (1769-1802), formerly known as Portrait of Madame Chalgrin, nГ©e Vernet",1890.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-madame-charles-louis-trudaine.jpg?1527830909
Ewer,1900.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-aiguiere.jpg?1527827578
"Panneau : sphinx affrontГ©s sous le globe ailГ©,emblГЁme royal et divin",1911.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-panneau-sphinx-affrontes-sous.jpg?1527823237
Collier de SennГ©fer,1930.0,48.8606111,2.337644,https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-collier-sennefer.jpg?1527818838
