artifact_name,transitions,image_link
Portrait of an Old Man and a Boy,"{1880: {'lat': 48.8606111, 'lng': 2.337644}}{1449 - Florence: Florence}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-portrait-d039un-vieillard-d039un.jpg?1527831967
Regulator clock,"{}{1732: Paris}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-regulateur.jpg?1527828528
Clock: rhinoceros,"{1973: {'lat': 48.8606111, 'lng': 2.337644}}{1791: Paris}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-pendule-rhinoceros.jpg?1527828609
Cadran solaire,"{1999: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-cadran-solaire.jpg?1527817050
Sarcophage du roi RamsГЁs III,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-sarcophage-roi-ramses-iii.jpg?1527818366
Cuve du cercueil extГ©rieur de TamoutnГ©feret,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-cuve-cercueil-exterieur-tamoutneferet.jpg?1527818809
"Sarcophage, dit ""<b>Sarcophage des Г©poux</b>''","{1863: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-sarcophage-dit-sarcophage-des.jpg?1527816969
Le Zodiaque de DendГ©ra,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-zodiaque-dendera.jpg?1527818790
Cartel,"{1787: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-cartel.jpg?1527817810
Wall clock,"{1911: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-cartel-d039applique.jpg?1527828073
Philopoemen,"{1831: {'lat': 48.8606111, 'lng': 2.337644}}{1837: Philopoemen}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-philopoemen.jpg?1527825262
Diana,"{1828: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-spartacus.jpg?1527825223
,"{1861: {'lat': 48.8606111, 'lng': 2.337644}}{Circa AD 75-90
: Rome}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/sites/all/modules/custom/louvre_media/img/default_images/140x87.jpg
Saying Grace,"{}{1740: Grace
Salon}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-benedicite.jpg?1527830708
Henri IV as a child,"{}{1824: Monaco}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-henri-enfant.jpg?1527825343
Louise Brongniart (1772-1845),"{1898: {'lat': 48.8606111, 'lng': 2.337644}}{1772-1845: Versailles}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-louise-brongniart-1772-1845_3.jpg?1527826055
Master Hare,"{1905: {'lat': 48.8606111, 'lng': 2.337644}}{1792: Devon}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-master-hare.jpg?1527819660
Portrait of an Old Man and a Boy,"{1880: {'lat': 48.8606111, 'lng': 2.337644}}{1449 - Florence: Florence}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-portrait-d039un-vieillard-d039un.jpg?1527831967
Deux plaques : Multiplication des pains et des poissonsLe Christ dГ©signant un enfant,"{1909: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-deux-plaques-multiplication-des.jpg?1527817951
Shroud of a child's mummy,"{1948: {'lat': 48.8606111, 'lng': 2.337644}}{3rd century: Antinoe}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-linceul-d039enfant.jpg?1372988541
RamsГЁs II reprГ©sentГ© comme un enfant,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-ramses-represente-comme-enfant.jpg?1527818391
Le Pied-bot,"{1869: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-pied-bot.jpg?1527819257
"Sainte Anne, la Vierge et lВ’Enfant jouant avec un agneau, dite La Sainte Anne.","{}{1503 - 1519: Vinci}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-sainte-anne-vierge-l%C2%92enfant.jpg?1527820875
La Vierge aux rochers,"{}{1519: Vinci}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-vierge-aux-rochers.jpg?1527821159
Le Chat emmaillotГ©,"{April 12-16, 1880: {'lat': 48.8606111, 'lng': 2.337644}}{1806: Fragonard}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-le-chat-emmaillote_0.jpg?1527837280
The Young Beggar,"{1782: {'lat': 48.8606111, 'lng': 2.337644}}{1645-50: Seville}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-jeune-mendiant.jpg?1527829880
Woman carrying a child in a crib,"{1908: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-femme-portant-enfant-dans.jpg?1527832315
Neapolitan Fisherboy Playing with a Turtle by the Sea,"{63: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-pecheur-napolitain-jouant-avec.jpg?1527825244
Saint Jacques le Mineur,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-saint-jacques-mineur.jpg?1527817234
Saint Jerome and the Lion,"{1919: {'lat': 48.8606111, 'lng': 2.337644}}{Late 15th century: Lion
}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-saint-jerome-lion.jpg?1527827355
Saint JГ©rГґme dans le dГ©sert,"{1923: {'lat': 48.8606111, 'lng': 2.337644}}{1524: Bouvignes prГЁs de Dinant}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-saint-jerome-dans-desert.jpg?1527819375
Saint Joseph the Carpenter,"{1948: {'lat': 48.8606111, 'lng': 2.337644}}{1642: Seille}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-saint-joseph-charpentier_15.jpg?1527831567
St. Mary Magdalene,"{1902: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-sainte-marie-madeleine_0.jpg?1527817103
"Saint Michel terrassant le dГ©mon, dit le Petit Saint Michel","{1661: {'lat': 48.8606111, 'lng': 2.337644}}{1520: Rome}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-saint-michel-terrassant-demon.jpg?1527820537
Saint Sebastian,"{1910: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-saint-sebastien_1.jpg?1527831799
Sainte CГ©cile Г  l'orgue entourГ©e d'anges,"{1793: {'lat': 48.8606111, 'lng': 2.337644}}{1650-60: St. Cecilia}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-sainte-cecile-l-orgue-entouree-d-anges_0.jpg?1527834980
Saint Francis of Assisi Receiving the Stigmata,"{1813: {'lat': 48.8606111, 'lng': 2.337644}}{1337: Colle di Vespignano}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-saint-francois-d039assise-recevant.jpg?1527832084
The Coronation of the Virgin,"{1812: {'lat': 48.8606111, 'lng': 2.337644}}{1430-32: Florence}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-couronnement-vierge_0.jpg?1527832020
PrГ©dication de saint Jean-Baptiste,"{1827: {'lat': 48.8606111, 'lng': 2.337644}}{1589: St. John}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-predication-de-saint-jean-baptiste_0.jpg?1527837817
La PrГ©dication de saint Etienne Г  JГ©rusalem,"{1812: {'lat': 48.8606111, 'lng': 2.337644}}{1514: JГ}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-predication-saint-etienne-jerusalem.jpg?1527820945
"Sainte Anne, la Vierge et lВ’Enfant jouant avec un agneau, dite La Sainte Anne.","{}{1503 - 1519: Vinci}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-sainte-anne-vierge-l%C2%92enfant.jpg?1527820875
La Vision de saint Bernard,"{1919: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-vision-saint-bernard.jpg?1527819453
Lampes,"{15441: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-lampes.jpg?1527818572
Lustre,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-lustre.jpg?1527818488
"L'Hymne au soleil, ou OrphГ©e saluant la lumiГЁre","{1932: {'lat': 48.8606111, 'lng': 2.337644}}{1865: Paris}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-l-hymne-au-soleil-ou-orphee-saluant-la-lumiere_0.jpg?1527840004
Vue du lac de Nemi au soleil couchant,"{1970: {'lat': 48.8606111, 'lng': 2.337644}}{1797: Derby}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-vue-lac-nemi-soleil.jpg?1527819643
Hendrickje Stoffels au bГ©ret de velours,"{1784: {'lat': 48.8606111, 'lng': 2.337644}}{1669: bГ}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-hendrickje-stoffels-beret-velours.jpg?1527819431
L'ombre de Samuel apparaissant Г  SaГјl chez la pythonisse d'Endor,"{}{1668: de Samuel}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-l039ombre-samuel-apparaissant-sauel.jpg?1527821051
Seashore by Moonlight,"{2000: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-bord-mer-clair-lune.jpg?1527829813
The Bolt,"{1974: {'lat': 48.8606111, 'lng': 2.337644}}{1777: Paris}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-verrou.jpg?1527830598
Death of Sardanapalus,"{1921: {'lat': 48.8606111, 'lng': 2.337644}}{1827: Charenton-Saint-Maurice}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-mort-sardanapale.jpg?1527830999
The Entombment of Atala,"{1819: {'lat': 48.8606111, 'lng': 2.337644}}{1808: Anne-Louis GIRODET DE}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-atala-tombeau-dit-aussi.jpg?1527831350
L'Eucharistie,"{1609-1694: {'lat': 48.8606111, 'lng': 2.337644}}{1665: Les Andelys}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-l-eucharistie_1.jpg?1527834410
The Ray of Sunlight,"{1784: {'lat': 48.8606111, 'lng': 2.337644}}{1682: Haarlem}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-coup-soleil.jpg?1527830214
"Endymion. Moonlight Effect, also known as The Sleep of Endymion","{1818: {'lat': 48.8606111, 'lng': 2.337644}}{1814: Anne-Louis GIRODET DE}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-endymion-effet-lune-dit.jpg?1527830494
La Vierge aux rochers,"{}{1519: Vinci}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-vierge-aux-rochers.jpg?1527821159
Etudes pour PhГЁdre et Hippolyte,"{}{1774-Rome, 1833: Paris}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-etudes-pour-phedre-et-hippolyte_0.jpg?1527839908
Curiosity,"{}{1806: Paris}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-les-curieuses.jpg?1527830720
"The ""Regent"" Diamond","{1887: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-diamant-dit-quotle-regentquot.jpg?1527828413
Vue du lac de Nemi au soleil couchant,"{1970: {'lat': 48.8606111, 'lng': 2.337644}}{1797: Derby}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-vue-lac-nemi-soleil.jpg?1527819643
Miroir Г  manche gravГ©,"{1863: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-miroir-manche-grave.jpg?1527816922
Miroir,"{1888: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-miroir.jpg?1527816748
Miroir Г  manche en balustre,"{1895: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-miroir-manche-balustre.jpg?1492566052
Box mirror: portrait of Louis XIII,"{1986: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-miroir-ouvrant-portrait-louis.jpg?1527827506
Rock-crystal mirror,"{1684: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-miroir-cristal-roche.jpg?1527827711
Still Life with Peeled Lemon,"{1806: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-nature-morte-citron-pele.jpg?1527830413
Le prГЄteur et sa femme,"{1806: {'lat': 48.8606111, 'lng': 2.337644}}{1514: Louvain}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-preteur-femme.jpg?1527819563
La Femme au miroir,"{1662: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-femme-miroir.jpg?1527820624
Coupe Г  figures noires,"{1866: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-coupe-figures-noires.jpg?1527816860
Model of figures in a boat,"{1902: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-modele-bateau-occupe-par.jpg?1527832363
"Neptune Calming the Waves, with a Triton at his Feet","{}{1737: Paris}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-neptune-calmant-les-flots_79.jpg?1527825420
Regulator clock,"{}{1732: Paris}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-regulateur.jpg?1527828528
Seashore by Moonlight,"{2000: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-bord-mer-clair-lune.jpg?1527829813
Southern Seaport with a Trinket Seller,"{1795: {'lat': 48.8606111, 'lng': 2.337644}}{1704: Amsterdam}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-port-mer-meridional-avec.jpg?1527830144
La sorciГЁre de Laponie observant un naufrage dans la tempГЄte,"{1991: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-la-sorciere-de-laponie-observant-un-naufrage-dans-la-tempete_0.jpg?1527836156
La Baie de Weymouth Г  l'approche de l'orage,"{1873: {'lat': 48.8606111, 'lng': 2.337644}}{1837: Suffolk}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-baie-weymouth-l039approche-l039orage.jpg?1527819639
Neapolitan Fisherboy Playing with a Turtle by the Sea,"{63: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-pecheur-napolitain-jouant-avec.jpg?1527825244
"Artemis, goddess of the hunt, known as the В‘Diana of VersaillesВ’","{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-artemis-deesse-de-la-chasse-dite-%C2%A0diane-de-versailles%C2%A0.jpg?1528507852
Plaque dГ©coupГ©e : chasseurs,"{1884: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-plaque-decoupee-chasseurs.jpg?1527816841
"Charles I, King of England (1600-1649), also known as Le Roi Г  la chasse","{1775: {'lat': 48.8606111, 'lng': 2.337644}}{1600-1649: Le Roi Г}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-charles-ier-roi-d039angleterre.jpg?1527830446
"Poignard ""du Gebel el-Arak""","{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-poignard-quotdu-gebel-arakquot.jpg?1527819115
Diana the Huntress,"{1829: {'lat': 48.8606111, 'lng': 2.337644}}{1790: Versailles}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-diane-chasseresse.jpg?1527825665
Diana Leaving her Bath,"{1852: {'lat': 48.8606111, 'lng': 2.337644}}{1770: Paris}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-diane-sortant-bain.jpg?1527831250
Fishing,"{1665: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-peche.jpg?1527832143
ScГЁne de pГЄche,"{1775: {'lat': 48.8606111, 'lng': 2.337644}}{1527-28: Rome}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-scene-de-peche_2.jpg?1527838578
Fountain of Diana,"{M.R. sup: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-fontaine-diane.jpg?1527825087
Fragment de la palette de la chasse,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-fragment-palette-chasse.jpg?1527819085
Game and Hunting Accessories on a Window Ledge,"{1806: {'lat': 48.8606111, 'lng': 2.337644}}{1719: Amsterdam}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-gibier-ustensiles-chasse-disposes.jpg?1527830055
Hunting for Heron with Archduke Leopold William,"{1784: {'lat': 48.8606111, 'lng': 2.337644}}{1690: Antwerp}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-chasse-heron-avec-l039archiduc.jpg?1527830421
A Hunt Breakfast,"{1990: {'lat': 48.8606111, 'lng': 2.337644}}{1737: Paris}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-dejeuner-chasse.jpg?1527831516
Hunting scene in a chariot,"{1891: {'lat': 48.8606111, 'lng': 2.337644}}{9th century: Turkey}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-scene-chasse-char.jpg?1492583577
"Les poissons du Nil, scГЁne de pГЄche","{1969: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-les-poissons-nil-scene.jpg?1527818940
