artifact_name,transitions,image_link
"Dante and Virgil in Hell, also known as The Barque of Dante","{1985: {'lat': 48.8606111, 'lng': 2.337644}}{1822: Charenton-Saint-Maurice}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-dante-et-virgile-aux-enfers-dit-aussi-la-barque-de-dante.jpg?1527831475
La chute d'Icare,"{1671: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-la-chute-d-icare_2.jpg?1527837523
EnГ©e conduit par la sibylle de Cumes aux Enfers,"{1920: {'lat': 48.8606111, 'lng': 2.337644}}{1673: Cumae Leading Aeneas}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-enee-conduit-par-la-sibylle-de-cumes-aux-enfers_0.jpg?1527834483
LГ©cythe funГ©raire Г  fond blanc,"{1893: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-lecythe-funeraire-fond-blanc.jpg?1423734963
Equestrian statue: Charlemagne or Charles the Bald,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-statuette-equestre-quotcharlemagnequot-charles.jpg?1527828664
Portrait de famille,"{1785: {'lat': 48.8606111, 'lng': 2.337644}}{1654: Haarlem}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-portrait-famille.jpg?1423775227
Portrait en pied de la marquise de Pompadour,"{July 11: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-portrait-en-pied-de-la-marquise-de-pompadour_0.jpg?1527836865
"Presumed Portrait of Gabrielle d'EstrГ©es and Her Sister, the Duchess of Villars","{1937: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-portrait-presume-gabrielle-d039estrees.jpg?1527830850
"Portrait of Louis XIV (1638-1715), King of France","{7492: {'lat': 48.8606111, 'lng': 2.337644}}{1701: France}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-louis-xiv-1638-1715.jpg?1527831687
"Portrait of Louis-FranГ§ois Bertin, called Bertin the Elder (1766-1841), founder and director of the Journal des DГ©bats politiques et littГ©raires","{1897: {'lat': 48.8606111, 'lng': 2.337644}}{1833: Journal}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-louis-francois-bertin.jpg?1527831293
"Madame RГ©camier, nГ©e Julie (known as Juliette) Bernard (1777-1849), known as Portrait of Juliette RГ©camier","{1826: {'lat': 48.8606111, 'lng': 2.337644}}{1800: Paris}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-madame-recamier-nee-julie.jpg?1527830579
"<i>Portrait of Lisa Gherardini</i>, wife of Francesco del Giocondo, known as the <i>Mona Lisa</i> (the <i>Joconde</i> in French)","{1518: {'lat': 48.8606111, 'lng': 2.337644}}{1519: Vinci}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-portrait-de-lisa-gherardini-epouse-de-francesco-del-giocondo-dite-monna-lisa-la-gioconda-ou-la-jocon.jpg?1527831862
Portrait of an Old Man and a Boy,"{1880: {'lat': 48.8606111, 'lng': 2.337644}}{1449 - Florence: Florence}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-portrait-d039un-vieillard-d039un.jpg?1527831967
Portrait de jeune femme,"{2047: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-portrait-jeune-femme.jpg?1527818566
"Portrait of Alexander the Great (356-323 BC), called ""Hermes Azara""","{1803: {'lat': 48.8606111, 'lng': 2.337644}}{1st-2nd century: Italy}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-portrait-alexander-great-356.jpg?1527824023
"Portrait de Baldassare Castiglione, Г©crivain et diplomate (1478 - 1529)","{}{1478 - 1529: Rome}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-portrait-baldassare-castiglione-ecrivain.jpg?1527821073
"Portrait of FranГ§ois I, King of France (1494-1547)","{}{1540-41: France}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-portrait-francois-ier-roi.jpg?1527831697
Portrait du major James Lee Harvey,"{1995: {'lat': 48.8606111, 'lng': 2.337644}}{1823: Г‰dimbourg}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-portrait-major-james-lee.jpg?1527819674
Self-portrait,"{1861: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-autoportrait.jpg?1528507857
Portrait of the Artist as a Hunter,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-portrait-l039artiste-chasseur.jpg?1527831377
Portrait of the Artist Holding a Thistle,"{}{1528: Nuremberg}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-portrait-l039artiste-tenant-chardon.jpg?1527829835
"The Countess of Carpio, Marquesa de la Solana","{1953: {'lat': 48.8606111, 'lng': 2.337644}}{1828: Carpio}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-comtesse-del-carpio-marquise.jpg?1527829935
Landscape Inspired by the View of Frascati (near Rome),"{}{1822: Rome}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-paysage-inspire-vue-frascati.jpg?1527831029
Landscape near Rhenen: Cows Grazing and a Shepherd Playing the Flute,"{1783: {'lat': 48.8606111, 'lng': 2.337644}}{1691: Cows Grazing}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-paysage-pres-rhenen%C2%A0-vaches.jpg?1527830117
Paysage avec Г©difices classiques,"{1873: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-paysage-avec-edifices-classiques_1.jpg?1527839016
Grand paysage,"{}{1682: Le Lorrain(e}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-grand-paysage.jpg?1527835473
Paintings from the tomb of Unsu,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-recolte-preparation-sol.jpg?1527818440
Pilgrimage to the Isle of Cythera,"{}{1721: the Isle of Cythera}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-pelerinage-l039ile-cythere.jpg?1527830734
Souvenir of Mortefontaine,"{}{1864: Mortefontaine
Salon}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-souvenir-mortefontaine.jpg?1527831211
ScГЁne dans les marais du Nil,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-scene-dans-les-marais.jpg?1527818935
Seashore by Moonlight,"{2000: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-bord-mer-clair-lune.jpg?1527829813
L'EtГ© ou Ruth et Booz,"{1665: {'lat': 48.8606111, 'lng': 2.337644}}{1665: Les Andelys}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-l039ete-ruth-booz.jpg?1527819974
The Fall of Phaeton,"{1946: {'lat': 48.8606111, 'lng': 2.337644}}{1545: Ferrara}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-chute-phaeton.jpg?1527827131
The Ray of Sunlight,"{1784: {'lat': 48.8606111, 'lng': 2.337644}}{1682: Haarlem}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-coup-soleil.jpg?1527830214
La Baie de Weymouth Г  l'approche de l'orage,"{1873: {'lat': 48.8606111, 'lng': 2.337644}}{1837: Suffolk}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-baie-weymouth-l039approche-l039orage.jpg?1527819639
Piece of jewellery composed of beads,"{1901: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-parure-perles.jpg?1527833072
"Fibule Г  plaque, arc Г  quatre coquilles","{1909: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-fibule-plaque-arc-quatre.jpg?1527816889
Pair of bracelets decorated with lionВ’s head inlays,"{1901: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-paire-bracelets-decores-tetes.jpg?1527833127
Pair of bracelets belonging to the duchesse d'AngoulГЄme,"{1973: {'lat': 48.8606111, 'lng': 2.337644}}{1825: Paris}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-paire-bracelets-duchesse-d039angouleme.jpg?1527828724
Crown of Louis XV,"{1729Assigned: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-couronne-louis.jpg?1527828156
"The ""Regent"" Diamond","{1887: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-diamant-dit-quotle-regentquot.jpg?1527828413
Pectoral decorated with a sphinx and a stylised tree,"{1949: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-pectoral-decore-sphinx-arbre.jpg?1527832390
Necklace and earrings belonging to the empress Marie-Louise,"{2004: {'lat': 48.8606111, 'lng': 2.337644}}{1810: Paris}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-collier-boucles-d039oreilles-l039imperatrice.jpg?1527828789
Boucles d'oreilles en barilletProtomГ©s de taureaux et de panthГЁresВ ; au revers : motif en Г©toile,"{1863: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-boucles-d039oreilles-barilletprotomes-taureaux.jpg?1527816938
Collier Г  pendentif en forme de tГЄte d'AchГ©loos,"{1863: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-collier-pendentif-forme-tete.jpg?1527816955
Pendentif au nom du roi Osorkon II : la famille du dieu Osiris,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-pendentif-nom-roi-osorkon.jpg?1527818582
"Collier Г  pendeloques florales, avec plaquetteau nom de Pinedjem Ier","{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-collier-pendeloques-florales-avec.jpg?1527818912
"Ring with a portrait of Jean Sans Peur, Duc de Bourgogne (1404-19)","{1951: {'lat': 48.8606111, 'lng': 2.337644}}{1404-19: Paris}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-bague-portrait-jean-sans.jpg?1527829257
Collier de SennГ©fer,"{1930: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-collier-sennefer.jpg?1527818838
Fibule Г  arc serpentant,"{1863: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-fibule-arc-serpentant.jpg?1527816934
Bracelet serpentiforme,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-bracelet-serpentiforme.jpg?1527816641
Parure of Queen Marie-AmГ©lie,"{1985: {'lat': 48.8606111, 'lng': 2.337644}}{Early and third quarter of 19th century: Paris}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-parure-reine-marie-amelie.jpg?1527828778
"The EmpressВ’s Jewelry cabinet, called the ""Grand Ecrin""","{1964: {'lat': 48.8606111, 'lng': 2.337644}}{1809: Paris}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-serre-bijoux-l039imperatrice-dit.jpg?1527828912
Harpe triangulaire,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-harpe-triangulaire.jpg?1527818944
Jester with a Lute,"{1984: {'lat': 48.8606111, 'lng': 2.337644}}{1666: Antwerp}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-bouffon-luth.jpg?1527830107
The Concert Group,"{1624: {'lat': 48.8606111, 'lng': 2.337644}}{1624: Utrecht}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-concert.jpg?1527830030
Panneau de recouvrement de sol : harpiste,"{1939 - 1941: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-panneau-recouvrement-sol-harpiste.jpg?1527821355
Concert en famille,"{1796-1797: {'lat': 48.8606111, 'lng': 2.337644}}{1699: Mattia PRETI (}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-concert-en-famille_1.jpg?1527835055
OrphГ©e charmant les animaux,"{1970: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-orphee-charmant-les-animaux_3.jpg?1527837357
"Paire de claquoirs : mains, tГЄte de la dГ©esse Hathor","{}{2033 - 1069: Hathor
}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-paire-claquoirs-mains-tete.jpg?1527818987
Harpistes,"{1930: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-harpistes.jpg?1527822198
Saint Cecilia with an Angle Holding a Musical Score,"{1662: {'lat': 48.8606111, 'lng': 2.337644}}{1617-18: DOMENICHINO}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-sainte-cecile-avec-ange.jpg?1527832007
"Sistre de la chanteuse d'Amon et d'Isis, HГ©nouttaouy","{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-sistre-chanteuse-d039amon-d039isis.jpg?1527818620
Sainte CГ©cile Г  l'orgue entourГ©e d'anges,"{1793: {'lat': 48.8606111, 'lng': 2.337644}}{1650-60: St. Cecilia}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-sainte-cecile-l-orgue-entouree-d-anges_0.jpg?1527834980
"""Music"" stele","{1881: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-stele-dite-musique.jpg?1527832754
The Concert: Singer and Theorbo Player,"{1794: {'lat': 48.8606111, 'lng': 2.337644}}{1681: Theorbo Player
c.}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-concert%C2%A0-chanteuse-joueuse-luth.jpg?1527830006
"Young Woman Playing the Theorbo, known as La Finette","{1869: {'lat': 48.8606111, 'lng': 2.337644}}{1717: Theorbo}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-finette.jpg?1527830694
Le musicien d'Amon DjedkhonsouiouefГўnkh joue de la harpe devant le dieu RГЄ-Horakhty,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-musicien-d039amon-djedkhonsouiouefankh-joue.jpg?1527818972
Clock,"{1912: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-pendule.jpg?1527828374
La dГ©esse chatte Bastet,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-deesse-chatte-bastet.jpg?1527818604
Central medallion from the Carpet in the Throne Room at the Palais des Tuileries,"{10284: {'lat': 48.8606111, 'lng': 2.337644}}{1806-10: Paris}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-medaillon-central-tapis-salle.jpg?1527828899
Cock,"{1858: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-coq.jpg?1527824763
"Elephant tapestry, called ""L'Asie""","{1995: {'lat': 48.8606111, 'lng': 2.337644}}{1844: L'Asie}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-tapisserie-l039elephant-dite-quotl039asiequot.jpg?1527828768
Fountain of Diana,"{M.R. sup: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-fontaine-diane.jpg?1527825087
Singes qui ornaient le socle de l'obГ©lisque du temple de Louxor,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-singes-qui-ornaient-socle.jpg?1527818720
Frise des griffons,"{1908 - 1913: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-frise-des-griffons.jpg?1527823054
Lion qui gardait l'entrГ©e d'une chapelle du SГ©rapГ©um de Saqqara,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-lion-qui-gardait-l039entree.jpg?1527818906
Hippopotame,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-hippopotame.jpg?1527819094
Lion and Snake,"{1836: {'lat': 48.8606111, 'lng': 2.337644}}{1875: Paris}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-lion-serpent_125.jpg?1527825190
Statuette of a monkey,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-statuette-singe.jpg?1527833153
"Les poissons du Nil, scГЁne de pГЄche","{1969: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-les-poissons-nil-scene.jpg?1527818940
Peinture : chГЁvre bleue,"{1929 - 1931: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-peinture-chevre-bleue.jpg?1527822305
"Panneau : sphinx affrontГ©s sous le globe ailГ©,emblГЁme royal et divin","{1911: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-panneau-sphinx-affrontes-sous.jpg?1527823237
Crocodile,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-crocodile.jpg?1527818739
Statue of a lion,"{1936-37					                    

AO 19520: {'lat': 48.8606111, 'lng': 2.337644}}{Early 2nd millennium: BCВ 
}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-statue-lion_1.jpg?1527832723
Etude d'une grue couronnГ©e,"{1690: {'lat': 48.8606111, 'lng': 2.337644}}{1674: Anvers}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-etude-d039une-grue-couronnee.jpg?1527819577
Bears carrying shields emblazoned with coats of arms,"{1969: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-ours-porteurs-d039ecus-armories.jpg?1527829089
Clock,"{11306: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-pendule_0.jpg?1527828399
Henri IV as a child,"{}{1824: Monaco}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-henri-enfant.jpg?1527825343
